map_type,map_name,map_size,obstacle_ratio,task_id,start,goal,optimal_length,task_source
dao,orz100d,395x412,0.3878,9,"162,83","240,384",487.918831,middle_50_70
dao,orz100d,395x412,0.3878,10,"169,337","310,130",488.416306,middle_50_70
dao,orz100d,395x412,0.3878,11,"162,306","325,163",488.742207,middle_50_70
dao,orz100d,395x412,0.3878,12,"309,53","212,253",489.617316,middle_50_70
dao,orz100d,395x412,0.3878,13,"200,321","337,32",490.256926,middle_50_70
dao,orz100d,395x412,0.3878,14,"175,111","16,365",490.529004,middle_50_70
dao,orz100d,395x412,0.3878,15,"48,218","138,93",490.747258,middle_50_70
dao,orz100d,395x412,0.3878,16,"152,230","319,53",490.759451,middle_50_70
dao,orz100d,395x412,0.3878,17,"124,70","89,178",490.771645,middle_50_70
dao,orz100d,395x412,0.3878,18,"142,324","313,83",490.943217,middle_50_70
dao,orz100d,395x412,0.3878,19,"176,97","19,225",491.776695,middle_50_70
dao,den502d,251x211,0.4858,0,"36,179","109,73",136.237590,middle_50_70
dao,den502d,251x211,0.4858,1,"66,42","98,165",136.254834,middle_50_70
dao,den502d,251x211,0.4858,2,"79,107","152,204",137.781746,middle_50_70
dao,den502d,251x211,0.4858,3,"119,200","98,71",138.526912,middle_50_70
dao,den502d,251x211,0.4858,4,"135,180","116,90",138.597980,middle_50_70
dao,den502d,251x211,0.4858,5,"90,95","174,179",139.095454,middle_50_70
dao,den502d,251x211,0.4858,6,"171,177","62,145",139.183766,middle_50_70
dao,den502d,251x211,0.4858,7,"81,73","159,167",139.195959,middle_50_70
dao,den502d,251x211,0.4858,8,"30,95","115,199",139.208153,middle_50_70
dao,den502d,251x211,0.4858,9,"165,131","46,81",139.710678,middle_50_70
dao,den502d,251x211,0.4858,10,"100,91","204,138",140.597980,middle_50_70
dao,den502d,251x211,0.4858,11,"200,114","96,171",141.083261,middle_50_70
dao,den502d,251x211,0.4858,12,"121,46","152,136",141.468037,middle_50_70
dao,den502d,251x211,0.4858,13,"68,71","171,146",141.681241,middle_50_70
dao,den502d,251x211,0.4858,14,"50,38","137,101",141.781746,middle_50_70
dao,den502d,251x211,0.4858,15,"49,52","95,175",142.053824,middle_50_70
dao,den502d,251x211,0.4858,16,"39,132","169,159",142.941125,middle_50_70
dao,den502d,251x211,0.4858,17,"159,188","78,91",143.438600,middle_50_70
dao,den502d,251x211,0.4858,18,"171,151","71,70",143.509668,middle_50_70
dao,den502d,251x211,0.4858,19,"156,133","21,112",143.698485,middle_50_70
dao,arena2,209x281,0.5860,0,"53,184","164,100",182.982756,middle_50_70
dao,arena2,209x281,0.5860,1,"76,112","3,94",183.267027,middle_50_70
dao,arena2,209x281,0.5860,2,"158,233","75,142",183.639610,middle_50_70
dao,arena2,209x281,0.5860,3,"39,261","189,280",183.769553,middle_50_70
dao,arena2,209x281,0.5860,4,"86,128","151,275",183.882251,middle_50_70
dao,arena2,209x281,0.5860,5,"150,131","152,245",184.124892,middle_50_70
dao,arena2,209x281,0.5860,6,"186,277","39,273",184.497475,middle_50_70
dao,arena2,209x281,0.5860,7,"182,264","91,164",184.597980,middle_50_70
dao,arena2,209x281,0.5860,8,"68,280","79,125",184.710678,middle_50_70
dao,arena2,209x281,0.5860,9,"20,125","120,264",185.107648,middle_50_70
dao,arena2,209x281,0.5860,10,"147,139","156,274",185.338095,middle_50_70
dao,arena2,209x281,0.5860,11,"157,182","44,98",185.568542,middle_50_70
dao,arena2,209x281,0.5860,12,"148,239","156,136",185.953319,middle_50_70
dao,arena2,209x281,0.5860,13,"158,104","89,262",186.580736,middle_50_70
dao,arena2,209x281,0.5860,14,"141,265","88,110",186.911688,middle_50_70
dao,arena2,209x281,0.5860,15,"11,111","160,111",188.237590,middle_50_70
dao,arena2,209x281,0.5860,16,"75,123","151,263",188.468037,middle_50_70
dao,arena2,209x281,0.5860,17,"105,140","161,225",188.497475,middle_50_70
dao,arena2,209x281,0.5860,18,"94,116","51,250",188.798990,middle_50_70
dao,arena2,209x281,0.5860,19,"48,114","131,264",189.651804,middle_50_70
dao,ost003d,194x194,0.6489,0,"176,115","43,168",162.225397,middle_50_70
dao,ost003d,194x194,0.6489,1,"144,108","129,119",162.710678,middle_50_70
dao,ost003d,194x194,0.6489,2,"159,56","109,189",163.024387,middle_50_70
dao,ost003d,194x194,0.6489,3,"147,99","76,101",163.651804,middle_50_70
dao,ost003d,194x194,0.6489,4,"158,54","69,140",163.953319,middle_50_70
dao,ost003d,194x194,0.6489,5,"98,103","171,122",164.024387,middle_50_70
dao,ost003d,194x194,0.6489,6,"131,127","100,74",164.267027,middle_50_70
dao,ost003d,194x194,0.6489,7,"187,123","103,98",164.580736,middle_50_70
dao,ost003d,194x194,0.6489,8,"87,100","159,115",164.923882,middle_50_70
dao,ost003d,194x194,0.6489,9,"66,189","157,76",165.338095,middle_50_70
dao,ost003d,194x194,0.6489,10,"185,76","53,145",166.681241,middle_50_70
dao,ost003d,194x194,0.6489,11,"151,29","121,166",166.823376,middle_50_70
dao,ost003d,194x194,0.6489,12,"120,147","118,69",167.580736,middle_50_70
dao,ost003d,194x194,0.6489,13,"92,191","191,111",167.953319,middle_50_70
dao,ost003d,194x194,0.6489,14,"77,107","143,99",167.965512,middle_50_70
dao,ost003d,194x194,0.6489,15,"147,143","110,69",168.781746,middle_50_70
dao,ost003d,194x194,0.6489,16,"111,129","182,102",169.195959,middle_50_70
dao,ost003d,194x194,0.6489,17,"72,160","164,46",169.338095,middle_50_70
dao,ost003d,194x194,0.6489,18,"166,42","69,141",170.124892,middle_50_70
dao,ost003d,194x194,0.6489,19,"100,66","140,138",170.124892,middle_50_70
street,Berlin_0_512,512x512,0.2498,0,"144,231","455,266",374.651804,middle_50_70
street,Berlin_0_512,512x512,0.2498,1,"32,156","73,494",374.865007,middle_50_70
street,Berlin_0_512,512x512,0.2498,2,"306,304","94,91",374.989899,middle_50_70
street,Berlin_0_512,512x512,0.2498,3,"388,431","346,150",375.717821,middle_50_70
street,Berlin_0_512,512x512,0.2498,4,"173,356","493,491",375.918831,middle_50_70
street,Berlin_0_512,512x512,0.2498,5,"88,138","197,469",376.149278,middle_50_70
street,Berlin_0_512,512x512,0.2498,6,"85,302","326,171",376.475180,middle_50_70
street,Berlin_0_512,512x512,0.2498,7,"466,486","133,423",376.492424,middle_50_70
street,Berlin_0_512,512x512,0.2498,8,"87,354","412,227",377.605122,middle_50_70
street,Berlin_0_512,512x512,0.2498,9,"199,318","310,38",377.842712,middle_50_70
street,Berlin_0_512,512x512,0.2498,10,"40,280","328,97",378.002092,middle_50_70
street,Berlin_0_512,512x512,0.2498,11,"302,347","294,36",378.102597,middle_50_70
street,Berlin_0_512,512x512,0.2498,12,"342,87","10,58",379.391919,middle_50_70
street,Berlin_0_512,512x512,0.2498,13,"144,400","158,57",379.450793,middle_50_70
street,Berlin_0_512,512x512,0.2498,14,"157,114","329,372",379.989899,middle_50_70
street,Berlin_0_512,512x512,0.2498,15,"254,22","196,245",380.085353,middle_50_70
street,Berlin_0_512,512x512,0.2498,16,"386,452","320,153",380.220346,middle_50_70
street,Berlin_0_512,512x512,0.2498,17,"74,429","347,225",381.014285,middle_50_70
street,Berlin_0_512,512x512,0.2498,18,"480,208","259,476",381.055916,middle_50_70
street,Berlin_0_512,512x512,0.2498,19,"434,511","141,297",381.641702,middle_50_70
street,London_0_512,512x512,0.2502,0,"365,490","245,123",416.705627,middle_50_70
street,London_0_512,512x512,0.2502,1,"196,31","356,363",417.019336,middle_50_70
street,London_0_512,512x512,0.2502,2,"266,99","370,460",417.333044,middle_50_70
street,London_0_512,512x512,0.2502,3,"209,510","53,253",417.700577,middle_50_70
street,London_0_512,512x512,0.2502,4,"63,123","386,16",417.854906,middle_50_70
street,London_0_512,512x512,0.2502,5,"159,471","453,314",418.195959,middle_50_70
street,London_0_512,512x512,0.2502,6,"10,372","352,459",418.504617,middle_50_70
street,London_0_512,512x512,0.2502,7,"482,87","108,79",418.735065,middle_50_70
street,London_0_512,512x512,0.2502,8,"159,401","444,119",419.967604,middle_50_70
street,London_0_512,512x512,0.2502,9,"376,254","31,399",419.972655,middle_50_70
street,London_0_512,512x512,0.2502,10,"343,245","109,12",420.137085,middle_50_70
street,London_0_512,512x512,0.2502,11,"392,122","225,77",420.759451,middle_50_70
street,London_0_512,512x512,0.2502,12,"200,331","2,228",421.014285,middle_50_70
street,London_0_512,512x512,0.2502,13,"418,188","118,102",421.168614,middle_50_70
street,London_0_512,512x512,0.2502,14,"100,343","377,284",421.203102,middle_50_70
street,London_0_512,512x512,0.2502,15,"360,469","357,54",422.041631,middle_50_70
street,London_0_512,512x512,0.2502,16,"131,50","264,377",423.362482,middle_50_70
street,London_0_512,512x512,0.2502,17,"430,391","289,26",423.404112,middle_50_70
street,London_0_512,512x512,0.2502,18,"353,296","1,469",423.658946,middle_50_70
street,London_0_512,512x512,0.2502,19,"466,234","204,455",423.943217,middle_50_70
street,Moscow_0_512,512x512,0.2502,0,"388,483","72,398",365.291414,middle_50_70
street,Moscow_0_512,512x512,0.2502,1,"399,322","130,507",366.132034,middle_50_70
street,Moscow_0_512,512x512,0.2502,2,"343,446","136,220",367.676190,middle_50_70
street,Moscow_0_512,512x512,0.2502,3,"218,172","93,478",367.717821,middle_50_70
street,Moscow_0_512,512x512,0.2502,4,"387,80","141,346",367.896536,middle_50_70
street,Moscow_0_512,512x512,0.2502,5,"63,189","382,240",369.119841,middle_50_70
street,Moscow_0_512,512x512,0.2502,6,"124,42","460,120",369.137085,middle_50_70
street,Moscow_0_512,512x512,0.2502,7,"253,109","291,442",369.450793,middle_50_70
street,Moscow_0_512,512x512,0.2502,8,"193,95","478,295",369.499567,middle_50_70
street,Moscow_0_512,512x512,0.2502,9,"480,237","194,429",369.629509,middle_50_70
street,Moscow_0_512,512x512,0.2502,10,"485,404","174,478",369.877200,middle_50_70
street,Moscow_0_512,512x512,0.2502,11,"151,357","352,70",370.256926,middle_50_70
street,Moscow_0_512,512x512,0.2502,12,"169,359","440,134",371.227489,middle_50_70
street,Moscow_0_512,512x512,0.2502,13,"371,245","90,50",371.730014,middle_50_70
street,Moscow_0_512,512x512,0.2502,14,"18,80","344,191",371.977705,middle_50_70
street,Moscow_0_512,512x512,0.2502,15,"358,223","42,335",372.333044,middle_50_70
street,Moscow_0_512,512x512,0.2502,16,"82,339","438,299",372.568542,middle_50_70
street,Moscow_0_512,512x512,0.2502,17,"444,55","182,199",372.735065,middle_50_70
street,Moscow_0_512,512x512,0.2502,18,"47,408","342,220",372.872150,middle_50_70
street,Moscow_0_512,512x512,0.2502,19,"231,216","490,475",373.896536,middle_50_70
street,Paris_0_512,512x512,0.2502,0,"192,133","145,474",361.639610,middle_50_70
street,Paris_0_512,512x512,0.2502,1,"360,56","509,340",362.119841,middle_50_70
street,Paris_0_512,512x512,0.2502,2,"234,492","38,217",363.215295,middle_50_70
street,Paris_0_512,512x512,0.2502,3,"13,22","57,367",363.225397,middle_50_70
street,Paris_0_512,512x512,0.2502,4,"326,10","175,306",363.516811,middle_50_70
street,Paris_0_512,512x512,0.2502,5,"261,429","234,123",364.404112,middle_50_70
street,Paris_0_512,512x512,0.2502,6,"396,357","184,148",364.421356,middle_50_70
street,Paris_0_512,512x512,0.2502,7,"450,431","173,381",364.521861,middle_50_70
street,Paris_0_512,512x512,0.2502,8,"295,72","460,359",364.717821,middle_50_70
street,Paris_0_512,512x512,0.2502,9,"169,339","412,115",365.073160,middle_50_70
street,Paris_0_512,512x512,0.2502,10,"134,466","403,307",365.889394,middle_50_70
street,Paris_0_512,512x512,0.2502,11,"225,325","493,174",366.872150,middle_50_70
street,Paris_0_512,512x512,0.2502,12,"392,14","76,127",366.948268,middle_50_70
street,Paris_0_512,512x512,0.2502,13,"171,211","369,470",367.374675,middle_50_70
street,Paris_0_512,512x512,0.2502,14,"25,132","375,112",367.982756,middle_50_70
street,Paris_0_512,512x512,0.2502,15,"59,184","310,3",368.149278,middle_50_70
street,Paris_0_512,512x512,0.2502,16,"223,27","244,240",368.433550,middle_50_70
street,Paris_0_512,512x512,0.2502,17,"479,87","136,66",369.095454,middle_50_70
street,Paris_0_512,512x512,0.2502,18,"360,76","90,316",369.411255,middle_50_70
street,Paris_0_512,512x512,0.2502,19,"55,395","199,91",369.504617,middle_50_70
street,Shanghai_0_512,512x512,0.2502,0,"368,154","379,445",346.090404,middle_50_70
street,Shanghai_0_512,512x512,0.2502,1,"404,270","191,12",346.227489,middle_50_70
street,Shanghai_0_512,512x512,0.2502,2,"322,242","98,15",346.730014,middle_50_70
street,Shanghai_0_512,512x512,0.2502,3,"331,494","137,341",347.173665,middle_50_70
street,Shanghai_0_512,512x512,0.2502,4,"334,21","3,47",347.568542,middle_50_70
street,Shanghai_0_512,512x512,0.2502,5,"104,347","42,48",348.705627,middle_50_70
street,Shanghai_0_512,512x512,0.2502,6,"131,191","107,511",348.994949,middle_50_70
street,Shanghai_0_512,512x512,0.2502,7,"435,286","144,145",349.404112,middle_50_70
street,Shanghai_0_512,512x512,0.2502,8,"137,280","428,139",349.404112,middle_50_70
street,Shanghai_0_512,512x512,0.2502,9,"374,111","40,119",349.740115,middle_50_70
street,Shanghai_0_512,512x512,0.2502,10,"256,418","115,164",349.759451,middle_50_70
street,Shanghai_0_512,512x512,0.2502,11,"106,393","253,104",349.889394,middle_50_70
street,Shanghai_0_512,512x512,0.2502,12,"339,488","427,199",350.053824,middle_50_70
street,Shanghai_0_512,512x512,0.2502,13,"150,147","418,348",351.256926,middle_50_70
street,Shanghai_0_512,512x512,0.2502,14,"230,127","45,402",351.629509,middle_50_70
street,Shanghai_0_512,512x512,0.2502,15,"29,214","268,3",352.173665,middle_50_70
street,Shanghai_0_512,512x512,0.2502,16,"373,196","46,135",352.267027,middle_50_70
street,Shanghai_0_512,512x512,0.2502,17,"421,56","260,342",352.688383,middle_50_70
street,Shanghai_0_512,512x512,0.2502,18,"422,86","148,277",353.114790,middle_50_70
street,Shanghai_0_512,512x512,0.2502,19,"128,356","399,157",353.428499,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,0,"417,347","140,200",337.889394,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,1,"251,147","60,364",338.534055,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,2,"310,213","26,327",339.421356,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,3,"134,117","60,342",339.617316,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,4,"93,222","386,335",339.806133,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,5,"401,386","126,229",340.031529,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,6,"291,33","151,311",340.676190,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,7,"39,249","213,487",341.119841,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,8,"190,430","207,103",341.497475,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,9,"201,305","329,67",341.605122,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,10,"480,395","198,482",342.053824,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,11,"470,256","283,71",342.333044,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,12,"422,91","226,30",342.462987,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,13,"331,69","30,96",342.551299,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,14,"299,473","379,256",342.747258,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,15,"141,424","364,190",344.529004,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,16,"397,79","413,353",344.735065,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,17,"274,208","455,478",344.972655,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,18,"176,318","117,29",345.095454,middle_50_70
wc3,dustwallowkeys,512x512,0.3153,19,"220,437","64,156",346.445743,middle_50_70
wc3,blastedlands,512x512,0.4987,0,"247,40","122,236",272.078210,middle_50_70
wc3,blastedlands,512x512,0.4987,1,"131,155","292,344",272.090404,middle_50_70
wc3,blastedlands,512x512,0.4987,2,"95,343","223,135",272.149278,middle_50_70
wc3,blastedlands,512x512,0.4987,3,"327,207","102,323",273.048773,middle_50_70
wc3,blastedlands,512x512,0.4987,4,"378,181","155,307",275.190909,middle_50_70
wc3,blastedlands,512x512,0.4987,5,"351,468","129,352",275.320851,middle_50_70
wc3,blastedlands,512x512,0.4987,6,"224,85","423,181",275.509668,middle_50_70
wc3,blastedlands,512x512,0.4987,7,"166,272","351,83",275.587878,middle_50_70
wc3,blastedlands,512x512,0.4987,8,"149,402","305,191",275.617316,middle_50_70
wc3,blastedlands,512x512,0.4987,9,"420,431","173,477",275.752309,middle_50_70
wc3,blastedlands,512x512,0.4987,10,"197,310","418,177",276.090404,middle_50_70
wc3,blastedlands,512x512,0.4987,11,"165,363","330,178",276.132034,middle_50_70
wc3,blastedlands,512x512,0.4987,12,"362,130","204,325",276.261977,middle_50_70
wc3,blastedlands,512x512,0.4987,13,"434,163","179,201",276.539105,middle_50_70
wc3,blastedlands,512x512,0.4987,14,"434,369","202,479",277.563492,middle_50_70
wc3,blastedlands,512x512,0.4987,15,"447,251","212,148",277.663997,middle_50_70
wc3,blastedlands,512x512,0.4987,16,"209,44","271,268",278.391919,middle_50_70
wc3,blastedlands,512x512,0.4987,17,"289,334","155,113",278.847763,middle_50_70
wc3,blastedlands,512x512,0.4987,18,"168,284","215,41",278.852814,middle_50_70
wc3,blastedlands,512x512,0.4987,19,"277,111","244,354",279.580736,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,0,"148,344","146,61",314.480231,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,1,"345,342","187,337",314.521861,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,2,"373,419","289,177",314.776695,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,3,"431,440","139,419",314.781746,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,4,"394,290","249,47",315.362482,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,5,"144,389","271,138",316.333044,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,6,"175,232","406,355",316.651804,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,7,"306,390","254,121",317.492424,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,8,"71,123","129,397",317.865007,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,9,"493,61","334,241",317.918831,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,10,"458,128","159,89",317.982756,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,11,"234,87","255,369",318.036580,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,12,"330,339","179,350",318.208153,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,13,"74,393","136,144",318.840620,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,14,"218,155","390,355",319.747258,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,15,"89,318","362,239",320.308658,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,16,"194,227","382,327",320.450793,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,17,"159,156","422,137",321.480231,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,18,"351,460","123,302",321.605122,middle_50_70
wc3,bloodvenomfalls,512x512,0.5573,19,"125,416","78,137",321.622366,middle_50_70
wc3,darkforest,512x512,0.6194,0,"74,211","206,455",302.190909,middle_50_70
wc3,darkforest,512x512,0.6194,1,"430,328","328,70",302.249783,middle_50_70
wc3,darkforest,512x512,0.6194,2,"351,63","423,332",302.580736,middle_50_70
wc3,darkforest,512x512,0.6194,3,"238,100","384,331",302.605122,middle_50_70
wc3,darkforest,512x512,0.6194,4,"372,64","328,336",303.823376,middle_50_70
wc3,darkforest,512x512,0.6194,5,"451,361","177,295",304.651804,middle_50_70
wc3,darkforest,512x512,0.6194,6,"424,250","234,405",304.705627,middle_50_70
wc3,darkforest,512x512,0.6194,7,"306,377","355,98",305.095454,middle_50_70
wc3,darkforest,512x512,0.6194,8,"364,411","209,211",305.450793,middle_50_70
wc3,darkforest,512x512,0.6194,9,"414,110","239,328",305.717821,middle_50_70
wc3,darkforest,512x512,0.6194,10,"241,63","376,302",306.048773,middle_50_70
wc3,darkforest,512x512,0.6194,11,"229,117","295,351",306.249783,middle_50_70
wc3,darkforest,512x512,0.6194,12,"450,102","325,346",307.475180,middle_50_70
wc3,darkforest,512x512,0.6194,13,"149,125","99,406",307.509668,middle_50_70
wc3,darkforest,512x512,0.6194,14,"434,150","326,397",307.735065,middle_50_70
wc3,darkforest,512x512,0.6194,15,"118,428","351,321",308.149278,middle_50_70
wc3,darkforest,512x512,0.6194,16,"417,67","185,239",308.516811,middle_50_70
wc3,darkforest,512x512,0.6194,17,"158,163","433,126",308.551299,middle_50_70
wc3,darkforest,512x512,0.6194,18,"412,287","198,121",308.776695,middle_50_70
wc3,darkforest,512x512,0.6194,19,"329,52","291,342",309.053824,middle_50_70
wc3,battleground,512x512,0.6480,0,"170,151","168,415",266.485281,middle_50_70
wc3,battleground,512x512,0.6480,1,"436,143","420,269",267.078210,middle_50_70
wc3,battleground,512x512,0.6480,2,"372,412","212,225",267.333044,middle_50_70
wc3,battleground,512x512,0.6480,3,"244,337","109,127",267.676190,middle_50_70
wc3,battleground,512x512,0.6480,4,"364,164","195,352",267.960461,middle_50_70
wc3,battleground,512x512,0.6480,5,"303,355","265,115",268.166522,middle_50_70
wc3,battleground,512x512,0.6480,6,"275,338","294,93",269.438600,middle_50_70
wc3,battleground,512x512,0.6480,7,"104,160","322,271",270.078210,middle_50_70
wc3,battleground,512x512,0.6480,8,"236,95","98,71",270.592929,middle_50_70
wc3,battleground,512x512,0.6480,9,"296,90","96,248",270.717821,middle_50_70
wc3,battleground,512x512,0.6480,10,"317,62","117,192",270.776695,middle_50_70
wc3,battleground,512x512,0.6480,11,"152,155","270,377",270.877200,middle_50_70
wc3,battleground,512x512,0.6480,12,"448,384","197,395",271.012193,middle_50_70
wc3,battleground,512x512,0.6480,13,"196,266","417,380",271.391919,middle_50_70
wc3,battleground,512x512,0.6480,14,"171,400","374,298",271.592929,middle_50_70
wc3,battleground,512x512,0.6480,15,"340,211","157,395",272.102597,middle_50_70
wc3,battleground,512x512,0.6480,16,"372,417","136,408",272.137085,middle_50_70
wc3,battleground,512x512,0.6480,17,"266,379","115,173",273.232539,middle_50_70
wc3,battleground,512x512,0.6480,18,"243,429","365,219",273.421356,middle_50_70
wc3,battleground,512x512,0.6480,19,"318,392","256,145",273.509668,middle_50_70
